agent_id,persona_base,persona_mixture,income_monthly,housing_ratio,wtp_monthly,bed_need,sf_pref_low,sf_pref_high,floor_pref,noise_tol,elasticity,cultural_fit,availability_month,style_words,amenity_rank
A1793,young_pro,"{'young_pro': 0.344, 'grad_student_intl': 0.281, 'affluent_couple': 0.222, 'med_resident': 0.103, 'retired_urbanite': 0.05}",6085.0,0.327,2068,1,387,499,high,med,0.65,0.25,1,"['minimal', 'task_lighting', 'modern_lux']","['bike_storage', 'package_room', 'wifi']"
A1794,young_pro,"{'young_pro': 0.308, 'grad_student_intl': 0.283, 'affluent_couple': 0.199, 'med_resident': 0.078, 'retired_urbanite': 0.132}",7029.0,0.296,2157,1,465,689,med,low,0.82,0.51,1,"['calm', 'soft_light', 'soft_brightness']","['24hr_access', 'package_room', 'roof_deck']"
A1795,young_pro,"{'young_pro': 0.298, 'grad_student_intl': 0.263, 'affluent_couple': 0.172, 'med_resident': 0.149, 'retired_urbanite': 0.117}",8167.0,0.275,2171,1,506,727,low,med,0.72,0.56,1,"['soft_light', 'minimal', 'warm_wood']","['laundry_shared', 'study_lounge', 'quiet_zone']"
A1796,young_pro,"{'young_pro': 0.358, 'grad_student_intl': 0.256, 'affluent_couple': 0.209, 'med_resident': 0.099, 'retired_urbanite': 0.077}",6903.0,0.258,1791,1,681,863,high,high,1.12,0.52,1,"['minimal', 'soft_light', 'task_lighting']","['study_lounge', 'roof_deck', 'elevator_proximity']"
A1797,young_pro,"{'young_pro': 0.365, 'grad_student_intl': 0.192, 'affluent_couple': 0.178, 'med_resident': 0.145, 'retired_urbanite': 0.121}",8752.0,0.324,2780,0,423,596,med,high,0.92,0.44,1,"['warm_wood', 'task_lighting', 'art_display']","['roof_deck', 'concierge', 'community_room']"
A1798,grad_student_intl,"{'young_pro': 0.206, 'grad_student_intl': 0.344, 'affluent_couple': 0.196, 'med_resident': 0.145, 'retired_urbanite': 0.109}",7360.0,0.273,2071,1,660,861,high,med,0.72,0.45,1,"['minimal', 'classic', 'modern_lux']","['roof_deck', 'concierge', 'quiet_zone']"
A1799,young_pro,"{'young_pro': 0.286, 'grad_student_intl': 0.264, 'affluent_couple': 0.205, 'med_resident': 0.136, 'retired_urbanite': 0.108}",5531.0,0.258,1355,2,516,738,med,med,0.97,0.6,1,"['budget_friendly', 'warm_wood', 'modern_lux']","['roof_deck', 'bike_storage', 'laundry']"
A1800,young_pro,"{'young_pro': 0.303, 'grad_student_intl': 0.207, 'affluent_couple': 0.248, 'med_resident': 0.146, 'retired_urbanite': 0.097}",8032.0,0.324,2697,1,553,773,low,low,1.14,0.82,3,"['minimal', 'warm_wood', 'matte_black']","['roof_deck', 'bike_storage', 'gym']"
A1801,young_pro,"{'young_pro': 0.323, 'grad_student_intl': 0.323, 'affluent_couple': 0.158, 'med_resident': 0.097, 'retired_urbanite': 0.098}",6402.0,0.255,1650,2,575,748,med,high,1.03,0.38,4,"['soft_light', 'minimal', 'task_lighting']","['bike_storage', 'study_lounge', 'roof_deck']"
A1802,young_pro,"{'young_pro': 0.24, 'grad_student_intl': 0.219, 'affluent_couple': 0.222, 'med_resident': 0.185, 'retired_urbanite': 0.135}",7671.0,0.302,2385,1,573,790,low,med,0.88,0.55,6,"['soft_light', 'warm_wood', 'task_lighting']","['bike_storage', 'concierge', 'gym']"
A1803,young_pro,"{'young_pro': 0.303, 'grad_student_intl': 0.223, 'affluent_couple': 0.197, 'med_resident': 0.19, 'retired_urbanite': 0.087}",8524.0,0.285,2494,1,430,590,high,med,0.87,0.74,3,"['soft_brightness', 'calm_tone', 'warm_wood']","['quiet_zone', 'roof_deck', 'laundry']"
A1804,grad_student_intl,"{'young_pro': 0.267, 'grad_student_intl': 0.279, 'affluent_couple': 0.242, 'med_resident': 0.148, 'retired_urbanite': 0.064}",6828.0,0.252,1793,1,550,714,med,med,0.91,0.64,4,"['warm_wood', 'compact', 'minimal']","['community_room', 'gym', 'roof_deck']"
A1805,affluent_couple,"{'young_pro': 0.302, 'grad_student_intl': 0.202, 'affluent_couple': 0.31, 'med_resident': 0.109, 'retired_urbanite': 0.077}",7935.0,0.286,2246,2,582,745,med,low,0.96,0.59,2,"['compact', 'matte_black', 'budget_friendly']","['gym', 'roof_deck', 'wifi']"
A1806,affluent_couple,"{'young_pro': 0.215, 'grad_student_intl': 0.276, 'affluent_couple': 0.29, 'med_resident': 0.146, 'retired_urbanite': 0.074}",5581.0,0.257,1451,0,691,902,med,low,0.95,0.53,1,"['minimal', 'compact', 'non_slip']","['gym', 'elevator_proximity', 'in_unit_laundry']"
A1807,grad_student_intl,"{'young_pro': 0.236, 'grad_student_intl': 0.298, 'affluent_couple': 0.218, 'med_resident': 0.188, 'retired_urbanite': 0.06}",6894.0,0.295,2107,2,568,827,high,low,0.74,0.59,1,"['minimal', 'warm_wood', 'calm']","['roof_deck', 'laundry_shared', 'gym']"
A1808,young_pro,"{'young_pro': 0.313, 'grad_student_intl': 0.247, 'affluent_couple': 0.195, 'med_resident': 0.157, 'retired_urbanite': 0.088}",5157.0,0.266,1346,1,560,777,high,med,0.98,0.57,1,"['art_display', 'non_slip', 'modern_lux']","['study_lounge', 'in_unit_laundry', 'concierge']"
A1809,young_pro,"{'young_pro': 0.386, 'grad_student_intl': 0.287, 'affluent_couple': 0.108, 'med_resident': 0.154, 'retired_urbanite': 0.065}",10609.0,0.292,3112,2,600,813,med,med,1.0,0.26,1,"['warm_wood', 'minimal', 'task_lighting']","['in_unit_laundry', 'study_lounge', 'quiet_zone']"
A1810,young_pro,"{'young_pro': 0.311, 'grad_student_intl': 0.183, 'affluent_couple': 0.28, 'med_resident': 0.15, 'retired_urbanite': 0.075}",8644.0,0.285,2377,1,608,784,med,med,0.88,0.49,5,"['soft_light', 'compact', 'calm']","['study_lounge', 'package_room', 'gym']"
A1811,young_pro,"{'young_pro': 0.332, 'grad_student_intl': 0.23, 'affluent_couple': 0.179, 'med_resident': 0.157, 'retired_urbanite': 0.102}",5716.0,0.312,1751,1,649,803,high,high,0.83,0.3,4,"['warm_wood', 'non_slip', 'calm_tone']","['roof_deck', 'gym', 'study_lounge']"
A1812,young_pro,"{'young_pro': 0.288, 'grad_student_intl': 0.285, 'affluent_couple': 0.205, 'med_resident': 0.111, 'retired_urbanite': 0.111}",7973.0,0.266,2085,0,769,930,med,low,1.01,0.78,1,"['soft_light', 'calm', 'non_slip']","['gym', 'community_room', 'elevator_proximity']"
A1813,young_pro,"{'young_pro': 0.404, 'grad_student_intl': 0.251, 'affluent_couple': 0.125, 'med_resident': 0.144, 'retired_urbanite': 0.076}",11428.0,0.265,3101,1,465,655,low,med,0.8,0.71,1,"['calm', 'warm_wood', 'task_lighting']","['in_unit_laundry', 'community_room', 'package_room']"
A1814,young_pro,"{'young_pro': 0.331, 'grad_student_intl': 0.235, 'affluent_couple': 0.148, 'med_resident': 0.158, 'retired_urbanite': 0.127}",7501.0,0.282,2218,1,552,798,med,med,1.0,0.47,1,"['soft_light', 'budget_friendly', 'classic']","['package_room', 'study_lounge', 'roof_deck']"
A1815,affluent_couple,"{'young_pro': 0.216, 'grad_student_intl': 0.233, 'affluent_couple': 0.3, 'med_resident': 0.128, 'retired_urbanite': 0.122}",7179.0,0.278,1918,1,570,753,med,low,1.01,0.72,5,"['minimal', 'soft_brightness', 'soft_light']","['24hr_access', 'gym', 'wifi']"
A1816,young_pro,"{'young_pro': 0.331, 'grad_student_intl': 0.225, 'affluent_couple': 0.205, 'med_resident': 0.124, 'retired_urbanite': 0.115}",5667.0,0.316,1818,1,561,747,med,med,1.14,0.96,4,"['soft_light', 'art_display', 'minimal']","['concierge', 'gym', 'community_room']"
A1817,young_pro,"{'young_pro': 0.343, 'grad_student_intl': 0.276, 'affluent_couple': 0.155, 'med_resident': 0.105, 'retired_urbanite': 0.121}",5531.0,0.266,1471,1,583,741,med,med,0.94,0.5,3,"['task_lighting', 'soft_brightness', 'calm']","['gym', 'concierge', 'roof_deck']"
A1818,young_pro,"{'young_pro': 0.373, 'grad_student_intl': 0.202, 'affluent_couple': 0.223, 'med_resident': 0.128, 'retired_urbanite': 0.074}",8330.0,0.296,2576,2,515,727,med,high,1.12,0.79,4,"['matte_black', 'warm_wood', 'task_lighting']","['bike_storage', 'in_unit_laundry', 'roof_deck']"
A1819,grad_student_intl,"{'young_pro': 0.265, 'grad_student_intl': 0.268, 'affluent_couple': 0.219, 'med_resident': 0.162, 'retired_urbanite': 0.086}",9090.0,0.326,2882,1,484,726,med,med,0.94,0.64,2,"['warm_wood', 'soft_light', 'modern_lux']","['laundry', 'gym', 'elevator_proximity']"
A1820,affluent_couple,"{'young_pro': 0.257, 'grad_student_intl': 0.208, 'affluent_couple': 0.346, 'med_resident': 0.112, 'retired_urbanite': 0.077}",10164.0,0.268,2659,2,549,783,med,low,1.08,0.57,2,"['task_lighting', 'modern_lux', 'soft_brightness']","['in_unit_laundry', 'gym', 'package_room']"
A1821,young_pro,"{'young_pro': 0.43, 'grad_student_intl': 0.17, 'affluent_couple': 0.133, 'med_resident': 0.208, 'retired_urbanite': 0.059}",9255.0,0.302,2807,1,609,785,med,med,1.01,0.42,1,"['compact', 'soft_light', 'calm_tone']","['laundry_shared', 'gym', 'elevator_proximity']"
A1822,young_pro,"{'young_pro': 0.316, 'grad_student_intl': 0.286, 'affluent_couple': 0.158, 'med_resident': 0.107, 'retired_urbanite': 0.133}",8478.0,0.256,2076,1,625,809,low,med,1.06,0.5,5,"['modern_lux', 'matte_black', 'soft_light']","['elevator_proximity', 'bike_storage', 'roof_deck']"
A1823,young_pro,"{'young_pro': 0.28, 'grad_student_intl': 0.246, 'affluent_couple': 0.201, 'med_resident': 0.174, 'retired_urbanite': 0.099}",8468.0,0.292,2579,1,645,881,high,low,0.92,0.53,1,"['minimal', 'soft_light', 'art_display']","['laundry_shared', 'in_unit_laundry', 'package_room']"
A1824,young_pro,"{'young_pro': 0.277, 'grad_student_intl': 0.227, 'affluent_couple': 0.213, 'med_resident': 0.185, 'retired_urbanite': 0.098}",9947.0,0.314,3062,1,532,681,low,low,1.13,0.24,5,"['art_display', 'minimal', 'warm_wood']","['concierge', '24hr_access', 'gym']"
A1825,affluent_couple,"{'young_pro': 0.263, 'grad_student_intl': 0.224, 'affluent_couple': 0.266, 'med_resident': 0.142, 'retired_urbanite': 0.105}",6242.0,0.276,1726,2,428,647,low,high,1.16,0.67,4,"['minimal', 'soft_light', 'classic']","['study_lounge', 'in_unit_laundry', 'wifi']"
A1826,young_pro,"{'young_pro': 0.244, 'grad_student_intl': 0.244, 'affluent_couple': 0.198, 'med_resident': 0.184, 'retired_urbanite': 0.13}",7595.0,0.318,2475,1,533,654,low,med,1.01,0.54,3,"['minimal', 'calm_tone', 'modern_lux']","['concierge', 'laundry', 'gym']"
A1827,young_pro,"{'young_pro': 0.289, 'grad_student_intl': 0.269, 'affluent_couple': 0.199, 'med_resident': 0.158, 'retired_urbanite': 0.085}",7524.0,0.278,2095,2,602,837,high,high,1.06,0.66,4,"['matte_black', 'warm_wood', 'soft_light']","['roof_deck', 'bike_storage', 'in_unit_laundry']"
A1828,young_pro,"{'young_pro': 0.28, 'grad_student_intl': 0.238, 'affluent_couple': 0.211, 'med_resident': 0.113, 'retired_urbanite': 0.159}",7243.0,0.272,1910,1,576,771,med,high,0.92,0.53,6,"['compact', 'warm_wood', 'non_slip']","['package_room', 'concierge', 'wifi']"
A1829,grad_student_intl,"{'young_pro': 0.281, 'grad_student_intl': 0.305, 'affluent_couple': 0.201, 'med_resident': 0.158, 'retired_urbanite': 0.055}",8267.0,0.291,2362,0,739,952,high,med,0.98,1.0,1,"['matte_black', 'soft_light', 'warm_wood']","['concierge', 'gym', 'study_lounge']"
A1830,young_pro,"{'young_pro': 0.345, 'grad_student_intl': 0.251, 'affluent_couple': 0.197, 'med_resident': 0.119, 'retired_urbanite': 0.088}",6946.0,0.328,2375,1,349,555,high,low,0.96,0.34,1,"['matte_black', 'soft_brightness', 'minimal']","['gym', 'concierge', 'roof_deck']"
A1831,young_pro,"{'young_pro': 0.359, 'grad_student_intl': 0.196, 'affluent_couple': 0.228, 'med_resident': 0.111, 'retired_urbanite': 0.106}",11815.0,0.324,3967,1,574,775,low,low,0.82,0.46,3,"['compact', 'modern_lux', 'matte_black']","['quiet_zone', 'in_unit_laundry', 'study_lounge']"
A1832,grad_student_intl,"{'young_pro': 0.207, 'grad_student_intl': 0.26, 'affluent_couple': 0.233, 'med_resident': 0.19, 'retired_urbanite': 0.11}",6729.0,0.313,2206,1,435,589,med,med,1.09,0.69,1,"['modern_lux', 'calm_tone', 'warm_wood']","['in_unit_laundry', 'gym', '24hr_access']"
A1833,young_pro,"{'young_pro': 0.299, 'grad_student_intl': 0.234, 'affluent_couple': 0.142, 'med_resident': 0.223, 'retired_urbanite': 0.101}",8981.0,0.309,2783,1,514,686,med,low,0.96,0.94,3,"['soft_light', 'minimal', 'task_lighting']","['bike_storage', 'roof_deck', 'concierge']"
A1834,young_pro,"{'young_pro': 0.301, 'grad_student_intl': 0.254, 'affluent_couple': 0.176, 'med_resident': 0.163, 'retired_urbanite': 0.106}",7521.0,0.276,2063,0,455,661,med,low,0.91,0.44,5,"['minimal', 'soft_light', 'matte_black']","['gym', 'study_lounge', 'accessibility']"
A1835,young_pro,"{'young_pro': 0.291, 'grad_student_intl': 0.287, 'affluent_couple': 0.14, 'med_resident': 0.2, 'retired_urbanite': 0.082}",10099.0,0.303,3029,2,597,778,high,high,1.12,0.86,1,"['matte_black', 'soft_light', 'soft_brightness']","['wifi', 'gym', 'laundry_shared']"
A1836,young_pro,"{'young_pro': 0.26, 'grad_student_intl': 0.198, 'affluent_couple': 0.202, 'med_resident': 0.203, 'retired_urbanite': 0.136}",8863.0,0.298,2534,1,491,672,med,low,1.09,0.45,1,"['warm_wood', 'soft_light', 'budget_friendly']","['roof_deck', 'study_lounge', 'laundry_shared']"
A1837,affluent_couple,"{'young_pro': 0.199, 'grad_student_intl': 0.202, 'affluent_couple': 0.239, 'med_resident': 0.223, 'retired_urbanite': 0.137}",7230.0,0.299,2168,1,659,854,med,high,1.11,0.78,6,"['matte_black', 'minimal', 'warm_wood']","['gym', 'community_room', 'study_lounge']"
A1838,grad_student_intl,"{'young_pro': 0.2, 'grad_student_intl': 0.283, 'affluent_couple': 0.198, 'med_resident': 0.21, 'retired_urbanite': 0.109}",7635.0,0.327,2566,1,557,709,high,high,1.03,0.6,4,"['calm_tone', 'warm_wood', 'task_lighting']","['roof_deck', 'wifi', 'laundry_shared']"
A1839,affluent_couple,"{'young_pro': 0.248, 'grad_student_intl': 0.241, 'affluent_couple': 0.261, 'med_resident': 0.11, 'retired_urbanite': 0.14}",10667.0,0.278,2953,1,578,756,med,high,1.02,0.93,2,"['soft_light', 'warm_wood', 'calm_tone']","['roof_deck', 'gym', 'concierge']"
A1840,young_pro,"{'young_pro': 0.294, 'grad_student_intl': 0.211, 'affluent_couple': 0.184, 'med_resident': 0.178, 'retired_urbanite': 0.133}",6378.0,0.318,1971,1,580,751,high,med,1.02,0.86,1,"['warm_wood', 'matte_black', 'soft_light']","['gym', '24hr_access', 'roof_deck']"
A1841,affluent_couple,"{'young_pro': 0.228, 'grad_student_intl': 0.258, 'affluent_couple': 0.282, 'med_resident': 0.138, 'retired_urbanite': 0.094}",7233.0,0.276,1968,0,533,668,med,low,1.09,0.5,1,"['soft_light', 'compact', 'warm_wood']","['concierge', 'roof_deck', 'quiet_zone']"
A1842,affluent_couple,"{'young_pro': 0.246, 'grad_student_intl': 0.243, 'affluent_couple': 0.293, 'med_resident': 0.117, 'retired_urbanite': 0.101}",10066.0,0.313,3255,1,599,778,low,low,0.97,1.0,1,"['warm_wood', 'soft_light', 'minimal']","['roof_deck', '24hr_access', 'laundry']"
A1843,grad_student_intl,"{'young_pro': 0.231, 'grad_student_intl': 0.249, 'affluent_couple': 0.194, 'med_resident': 0.224, 'retired_urbanite': 0.101}",5110.0,0.313,1612,1,557,715,high,low,1.16,0.42,6,"['soft_light', 'budget_friendly', 'non_slip']","['gym', 'community_room', 'elevator_proximity']"
A1844,young_pro,"{'young_pro': 0.303, 'grad_student_intl': 0.252, 'affluent_couple': 0.216, 'med_resident': 0.163, 'retired_urbanite': 0.067}",8338.0,0.272,2361,2,444,629,med,low,0.99,0.54,1,"['soft_light', 'budget_friendly', 'non_slip']","['concierge', 'study_lounge', 'gym']"
A1845,young_pro,"{'young_pro': 0.374, 'grad_student_intl': 0.244, 'affluent_couple': 0.162, 'med_resident': 0.109, 'retired_urbanite': 0.11}",7849.0,0.315,2527,0,565,722,high,high,0.93,0.86,11,"['soft_light', 'budget_friendly', 'warm_wood']","['in_unit_laundry', 'laundry_shared', 'roof_deck']"
A1846,affluent_couple,"{'young_pro': 0.235, 'grad_student_intl': 0.244, 'affluent_couple': 0.246, 'med_resident': 0.145, 'retired_urbanite': 0.13}",7548.0,0.306,2227,1,608,797,med,low,0.89,0.48,6,"['soft_light', 'minimal', 'art_display']","['laundry_shared', 'gym', 'study_lounge']"
A1847,med_resident,"{'young_pro': 0.219, 'grad_student_intl': 0.217, 'affluent_couple': 0.217, 'med_resident': 0.24, 'retired_urbanite': 0.106}",6662.0,0.259,1641,2,478,641,high,high,1.18,0.49,1,"['modern_lux', 'matte_black', 'calm_tone']","['gym', '24hr_access', 'accessibility']"
A1848,grad_student_intl,"{'young_pro': 0.208, 'grad_student_intl': 0.351, 'affluent_couple': 0.148, 'med_resident': 0.237, 'retired_urbanite': 0.056}",7321.0,0.299,2093,2,394,633,med,med,0.96,0.6,1,"['soft_light', 'warm_wood', 'soft_brightness']","['gym', 'wifi', 'bike_storage']"
A1849,young_pro,"{'young_pro': 0.374, 'grad_student_intl': 0.205, 'affluent_couple': 0.22, 'med_resident': 0.121, 'retired_urbanite': 0.08}",7397.0,0.305,2201,1,522,745,med,med,1.08,0.66,1,"['soft_light', 'art_display', 'compact']","['study_lounge', 'gym', '24hr_access']"
A1850,affluent_couple,"{'young_pro': 0.276, 'grad_student_intl': 0.251, 'affluent_couple': 0.29, 'med_resident': 0.108, 'retired_urbanite': 0.076}",5848.0,0.32,1834,1,492,680,med,low,1.1,0.65,3,"['soft_light', 'minimal', 'art_display']","['roof_deck', 'gym', 'accessibility']"
A1851,young_pro,"{'young_pro': 0.349, 'grad_student_intl': 0.278, 'affluent_couple': 0.135, 'med_resident': 0.151, 'retired_urbanite': 0.088}",9161.0,0.311,2979,2,640,792,low,med,1.09,0.47,2,"['budget_friendly', 'calm', 'warm_wood']","['package_room', 'in_unit_laundry', 'laundry_shared']"
A1852,young_pro,"{'young_pro': 0.283, 'grad_student_intl': 0.241, 'affluent_couple': 0.182, 'med_resident': 0.204, 'retired_urbanite': 0.09}",7822.0,0.257,2103,2,594,720,high,low,1.18,0.62,9,"['budget_friendly', 'minimal', 'soft_light']","['gym', 'laundry', 'accessibility']"
A1853,young_pro,"{'young_pro': 0.311, 'grad_student_intl': 0.195, 'affluent_couple': 0.221, 'med_resident': 0.205, 'retired_urbanite': 0.068}",8963.0,0.325,2861,1,515,701,high,med,0.86,0.69,5,"['calm_tone', 'budget_friendly', 'warm_wood']","['laundry', 'study_lounge', 'bike_storage']"
A1854,young_pro,"{'young_pro': 0.316, 'grad_student_intl': 0.226, 'affluent_couple': 0.202, 'med_resident': 0.148, 'retired_urbanite': 0.108}",9760.0,0.26,2585,1,583,745,med,low,1.22,0.82,7,"['minimal', 'art_display', 'matte_black']","['wifi', 'gym', 'community_room']"
A1855,young_pro,"{'young_pro': 0.331, 'grad_student_intl': 0.309, 'affluent_couple': 0.128, 'med_resident': 0.13, 'retired_urbanite': 0.101}",7716.0,0.305,2248,1,552,708,med,med,0.98,0.63,1,"['matte_black', 'soft_light', 'task_lighting']","['quiet_zone', 'laundry_shared', 'gym']"
A1856,young_pro,"{'young_pro': 0.304, 'grad_student_intl': 0.217, 'affluent_couple': 0.15, 'med_resident': 0.197, 'retired_urbanite': 0.132}",11246.0,0.283,3229,2,409,544,med,low,0.91,0.4,3,"['minimal', 'soft_light', 'budget_friendly']","['quiet_zone', 'bike_storage', '24hr_access']"
A1857,young_pro,"{'young_pro': 0.291, 'grad_student_intl': 0.282, 'affluent_couple': 0.136, 'med_resident': 0.181, 'retired_urbanite': 0.11}",8886.0,0.282,2385,1,436,601,med,low,0.89,0.59,5,"['task_lighting', 'soft_light', 'calm_tone']","['gym', '24hr_access', 'bike_storage']"
A1858,grad_student_intl,"{'young_pro': 0.236, 'grad_student_intl': 0.263, 'affluent_couple': 0.167, 'med_resident': 0.153, 'retired_urbanite': 0.181}",6685.0,0.325,2087,2,602,804,med,high,0.91,0.49,2,"['soft_light', 'non_slip', 'warm_wood']","['concierge', 'gym', '24hr_access']"
A1859,grad_student_intl,"{'young_pro': 0.249, 'grad_student_intl': 0.374, 'affluent_couple': 0.147, 'med_resident': 0.162, 'retired_urbanite': 0.067}",9401.0,0.278,2636,1,354,575,low,med,1.17,0.78,2,"['budget_friendly', 'non_slip', 'warm_wood']","['24hr_access', 'in_unit_laundry', 'gym']"
A1860,young_pro,"{'young_pro': 0.317, 'grad_student_intl': 0.217, 'affluent_couple': 0.203, 'med_resident': 0.181, 'retired_urbanite': 0.081}",8091.0,0.328,2552,1,525,648,low,med,0.91,0.34,5,"['compact', 'classic', 'soft_light']","['laundry', 'package_room', 'concierge']"
A1861,young_pro,"{'young_pro': 0.342, 'grad_student_intl': 0.237, 'affluent_couple': 0.188, 'med_resident': 0.07, 'retired_urbanite': 0.162}",10237.0,0.26,2667,2,662,884,med,low,1.1,0.68,1,"['soft_brightness', 'warm_wood', 'non_slip']","['package_room', 'roof_deck', 'concierge']"
A1862,grad_student_intl,"{'young_pro': 0.25, 'grad_student_intl': 0.315, 'affluent_couple': 0.159, 'med_resident': 0.188, 'retired_urbanite': 0.088}",7195.0,0.25,1803,2,564,706,med,low,1.0,0.42,7,"['art_display', 'matte_black', 'calm_tone']","['elevator_proximity', 'community_room', 'study_lounge']"
A1863,grad_student_intl,"{'young_pro': 0.239, 'grad_student_intl': 0.287, 'affluent_couple': 0.207, 'med_resident': 0.179, 'retired_urbanite': 0.088}",8119.0,0.275,2212,2,545,732,high,med,0.92,0.78,1,"['modern_lux', 'art_display', 'calm_tone']","['wifi', 'study_lounge', 'in_unit_laundry']"
A1864,grad_student_intl,"{'young_pro': 0.204, 'grad_student_intl': 0.318, 'affluent_couple': 0.24, 'med_resident': 0.149, 'retired_urbanite': 0.089}",7180.0,0.308,2308,2,543,749,high,med,1.04,0.7,1,"['matte_black', 'soft_light', 'calm_tone']","['roof_deck', 'package_room', 'concierge']"
